Kategori,Pozisyon,Şirket,Şehir,İlan Tarihi,Çalışma Tipi,Deneyim Seviyesi,Maaş,Başvuran Sayısı,Açıklama,Link,Teknik Beceriler,Teknik Beceri Sayısı,Yeni Mezuna Uygun mu?,Çalışma Şekli
Veri Analisti,Internal Audit & Reporting Analyst,Reed Recruitment Türkiye,İzmir,2026-08-10,Full-time,Associate,,176,"Founded in 1960 in the UK, REED has grown continuously and become a leading brand both in the UK and the international arena. Today REED has 350 offices with more than 3.000 employees and is providing services across 20 specialist sectors. We work closely with experienced and qualified professionals across a wide range of industry sectors, delivering bespoke recruitment solutions on a variety of roles for mid and senior level. As Reed Turkey, we are currently looking for an ""Internal Audit &amp; Reporting Analyst"" for our global client operating in the manufacturing sector. Responsibilities - Design, develop, and maintain Power BI dashboards, management reports and analytical tools to support business and audit requirements. - Perform SQL and SAP based data extraction, validation, and analysis from multiple data sources to ensure accurate and reliable reporting. - Support internal audit activities by preparing data analyses, audit reports and documentation required during audit processes. - Conduct data-driven analyses to identify trends, anomalies, inconsistencies and potential risks across business processes. - Translate business and audit requirements into structured reports and analytical outputs for different stakeholder groups. - Monitor data quality and reporting consistency, proactively identifying and resolving discrepancies. - Support internal control and compliance activities by providing meaningful insights and reporting solutions. - Contribute to the continuous improvement of reporting structures, KPI frameworks, and internal control mechanisms. - Support automation, predictive analytics, and AI-driven initiatives to enhance reporting efficiency and business insight generation. Qualifications - Bachelor's degree in Engineering, Business Administration, Economics, Statistics, Mathematics, or related disciplines. - Minimum 5 years of experience in internal audit, reporting, business intelligence, data analytics or similar analytical roles. - Strong hands-on experience with Power BI, including data modeling and dashboard development. - Advanced knowledge of SQL for reporting, data analysis and performance monitoring. - Experience working with SAP data environments for reporting, analytics and audit purposes. - Previous exposure to internal audit, internal control, compliance, or risk management processes is highly preferred. - Strong analytical thinking, problem-solving and stakeholder management skills. - Experience in a manufacturing environment is considered an asset. - Familiarity with automation, predictive analytics, or AI-driven reporting solutions will be considered an advantage. - Excellent command of English, both written and spoken.",https://tr.linkedin.com/jobs/view/internal-audit-reporting-analyst-at-reed-recruitment-t%C3%BCrkiye-4451539446?position=18&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=Zeg8FhUQ2MzG0aGqLwRx7A%3D%3D,"SQL, Excel, Power BI, SAP, R",5,Belirsiz,Belirsiz
Veri Analisti,Risk Analitiği Veri Bilimi Uzmanı,Yapı Kredi,İstanbul,2026-07-30,Full-time,Associate,,200,"Yapı Kredi olarak 1944’ten beri ilklerin, yeniliklerin ve kültür sanatın bankasıyız. Finans sektörünün tartışmasız lideri olma vizyonuyla yolumuzda ilerliyor, her adımımızda paydaşlarımıza ve ülkemize değer katıyoruz. Bugünü olduğu kadar geleceği de önemsiyor, sürdürülebilirliği iş kültürümüzün merkezine yerleştiriyoruz. Sen de bugüne ve geleceğe değer katan, yenilikçi fikirlerin peşinden giden, gücünü birbirinden alan bir ekibin parçası olmak istersen hemen aramıza katıl. Kredi Riski Modelleme ve Analitik ekiplerimizde görev alacak Risk Analitiği Veri Bilimi Uzmanı arıyoruz! Risk Analitiği Veri Bilimi Uzmanının sorumlulukları neler? - Risk parametrelerinin (PD, LGD, EAD, vb.) tahminine yönelik modeller geliştirmek ve bu modelleri karşılık hesaplama (IFRS-ECL) ve ekonomik sermaye (RWA) yönetimi süreçlerini desteklemek için kullanmak. - Veri odaklı karar verme süreçlerine katkıda bulunmak amacıyla Satış/Pazarlama, Kredi Tahsisi, Tahsilat ve Strateji birimleriyle yakın iş birliği yapmak. İş ihtiyaçları doğrultusunda kredi stratejileri ve karar optimizasyonları için analitik çözüm önerileri üretmek. - Geleneksel veri ambarı ve büyük veri ortamlarında veri zenginleştirme faaliyetleri yürütmek ve iş süreçlerinde kullanılabilecek anlamlı özellikler oluşturmak. - Model performansını izlemek ve iyileştirmek için gereken aksiyonları belirlemek. - Veri bilimi alanındaki yenilikleri ve teknolojik değişimleri takip ederek sahip olunan yetkinlik setinin sürdürülebilirliğini ve sürekli iyileştirilmesini sağlamak. - İleri analitik tekniklerin uygulanmasını sağlamak için Bilgi Teknolojileri ekipleriyle iş birliği yapmak ve gerekli teknolojik altyapı ihtiyaçlarını belirlemek. Bu rol için aradığımız nitelikler neler? - Sayısal bir disiplinde (Endüstri Mühendisliği, Bilgisayar Mühendisliği, Matematik Mühendisliği, İstatistik vb.) Lisans veya Yüksek Lisans derecesine sahip, - Veri bilimi ve risk analitiği alanında en az 2 yıl deneyimli, - Python veya Spark ile kodlama ve analitik modelleme konusunda deneyimli, - İlişkisel veri tabanları ve veri depolama araçlarıyla çalışma konusunda yetkinlik sahibi, - Karmaşık SQL sorguları üzerinde performans odaklı kod optimizasyonu yapabilen, - Güçlü veri analizi ve görselleştirme becerilerine sahip, - Yazılı ve sözlü iletişim becerileri ile veriden elde edilen çıkarımları etkili bir şekilde iletebilen, - Sunum ve ikna kabiliyetine sahip, - İyi derecede yazılı ve sözlü İngilizce bilen, - Bankacılık ürün ve iş süreçlerine yönelik bilgi sahibi olan bir çalışma arkadaşı arıyoruz. Yapı Kredili olmak sana neler katacak? 📖 Yapı Kredi Akademi ile sınırsız gelişim, 🏆Fark yaratan başarıların ödüllendireceği takdir ve ödüllendirme uygulamaları, 🔄Yapı Kredi ve Koç Grubu içinde kariyer, gelişim ve rotasyon fırsatları, ⚕️Özel sağlık ve hayat sigortası, 🍝TokenFlex dijital yemek kartı, ✨Sosyal destek ödemeleri, 🐾Yapı Kredi Gönüllüleri ile dâhil olabileceğin sosyal sorumluluk projeleri, 🏀16 farklı spor dalında faaliyet gösteren Yapı Kredi Spor Kulübü, 🎭Yapı Kredililerin sosyal kulübü BizClub ile birçok kültür-sanat etkinliğine indirimli bilet alma fırsatı, 🎁Özel günler için hediye kitleri, 🎂Doğum günü izni, 🐏Koç Ailem, Koç Akademi, Koç Healthcare eşliğinde Koçlu olmanın ayrıcalıklı dünyası, …ve çok daha fazlası! Eğer sen de bu dünyanın bir parçası olmak istiyorsan, hemen başvurunu yap ve Yapı Kredili olma yolunda ilk adımını at! Geleceğe yön vermek #YapımızdaVar. * Yapı Kredi’de işe alım sürecimiz tüm pozisyonlar için İK görüşmesi, yönetici görüşmeleri ve yetkinlik değerlendirme envanterleri içerir. Bütün aşamaları başarıyla tamamlaman durumunda teklif aşamasına geçilir. “6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında kişisel verilerinizin işlenmesinden doğan haklarınıza ve bu konudaki detaylı bilgiyehttps://kariyerim.yapikredi.com.tr/Account/StaticKvkk adresinde yer alan aydınlatma metnimizden ulaşabilirsiniz.”",https://tr.linkedin.com/jobs/view/risk-analiti%C4%9Fi-veri-bilimi-uzman%C4%B1-at-yap%C4%B1-kredi-4446721718?position=20&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=XJqrN%2BQY%2BcBRxnd5opOejw%3D%3D,"Python, SQL, SAP, R",4,Belirsiz,Belirsiz
Veri Analisti,Market Analysis Specialist,Enerjisa,İstanbul,2026-08-11,Full-time,Associate,,200,"Who we are The Path to the Future is with Enerjisa! We work in line with our vision of a sustainable energy world for all; and we accelerate sustainable energy transformation by providing the infrastructure and services required for the future. We focus on creating value both for our employees and society at each step we take to succeed today and in the future. As the agile and innovative energy company of Türkiye, we focus on people and build all our activities on the values of integrity, passion, courage, continuous development, and engagement. At Enerjisa, we adopt an approach that embraces differences and includes everyone, and we believe that the diversity in our work environment is enriching. We ensure that all our candidates are evaluated in an equal and fair manner, and we conduct our recruitment processes with a philosophy devoid of prejudices. What about being a part of our energy? What we do Pioneering the energy transformation in Türkiye with a particular focus on sustainability and the vision for a better future for all, Enerjisa Enerji provides service to 25 percent of Türkiye in electricity distribution and retail, which are the main fields of activities of the company. Being the prominent player in the industry, our company reaches 10.7 million customers in 14 provinces and provides electricity distribution services to more than 22 million users. Furthermore, while Enerjisa Enerji offers renewable energy, efficiency, and green energy solutions to its customers via its Energy of My Business brand, the company also operates the first and fastest charging station network in Türkiye with Eşarj, the company of which Enerjisa owns majority of its shares. We offer sustainable solutions touching peoples’ lives with our business models focused on efficiency and technology in line with our approach centering on people, technology, and customers. During the course of our activities, we have the goal of assessing new opportunities in the sector and creating value for our partners, customers, employees, suppliers, andcommunity. As the agile and innovative energy company of Türkiye, we are powered by people and build our activities on the values of integrity, passion, courage, continuous development, and engagement. What awaits you in this role We are looking for a colleague for our Market Analysis Team! · Analyze large datasets to identify correlations and relationships between market drivers, prices, and events, · Conduct short-, medium-, and long-term power demand and price forecasting, including sensitivity analyses, · Design and publish regular market outlook reports, and prepare ad-hoc analyses as needed, · Deliver market insights and management reports using data visualization tools, · Monitor regulatory changes and assess their potential impact on the company, · Develop and maintain models in collaboration with the quantitative team. What we expect · A bachelor's or master's degree in a quantitative field such as Economics, Engineering, or a related discipline, · Minimum 2 years of experience in the Turkish electricity market, · Strong analytical and problem-solving skills with attention to detail, · Knowledge of statistical methods and forecasting models, · Good command of English (both written and spoken), · Proficient in MS Office applications, · Experience with SQL and SAS is a plus, · Excellent interpersonal and communication skills, with the ability to work effectively in a team environment. Our recruitment process - Pre-Interview - Personality Inventory, General Aptitude and English Tests - People &amp; Culture Team and Hiring Team Interview - Learning Agility - Reference Check - Job Offer Privileges of being an Enerjisa employee - Hybrid work model supported by ergonomics and communication, - Flexible working hours and hours without meetings, - Extensive private health, and life insurances &amp; company-supported Private Pension Insurance, - Inter-departmental rotation opportunities, - Training &amp; development opportunities supporting both personal and professional competencies, - Leave package including 5-Day Welcome Leave, Birthday and Extended Parental Leaves, - Employee Support and Counseling Practice Resources (Meditopia)",https://tr.linkedin.com/jobs/view/market-analysis-specialist-at-enerjisa-4452197882?position=17&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=Apvf%2Bqgdw2hKdDzFnDLXyg%3D%3D,"SQL, Excel, R",3,Belirsiz,Hybrid
Veri Analisti,Senior Data Analyst - GrowthLab,HubX,İstanbul,2026-07-08,Full-time,Mid-Senior level,,200,"At HubX we build mobile apps, used and loved by millions all around the world. We have a track record of building and growing mobile apps on various verticals that have reached over 400 million users across 6 continents and 190+ countries. We are looking for a talented ""Senior Data Analyst” for the ""GrowthLab” to join our team. As a talented ""Senior Data Analyst” you have plenty of opportunities at your fingertips. So, why should HubX be your next move? We offer you an opportunity to make a huge impact in the lives of millions of users through our products, and even the mobile app industry at large in the next years to come. Ownership is at the core of how we work. From day one, you’re trusted with real responsibility. Together with your team, you’re free to choose a direction, experiment boldly, fail fast, learn, and turn the next idea into something even better. We operate through 7 independent studios, each focused on building and scaling its own products with full end-to-end ownership. This studio model empowers small, cross-functional teams to move fast, make decisions autonomously, and turn ideas into global products. GrowthLab GrowthLab is a quality-driven product development studio that transforms advanced AI capabilities into real products. Through apps like Reshoot and LiveTranslate, we center on the most powerful models, generate new ideas, turn them into high-standard MVPs, and evolve them over time into deep, mature products. X Culture: Do What You Love At HubX, we pride ourselves on fostering an environment of collaboration, creativity, and innovation. Our #XCulture is more than just a workplace ethos; it's a lifestyle. We believe passion drives success. At HubX, Do What You Love isn’t just a motto; it's the foundation of our work. Some Of Your Responsibilities - Work closely with Product Managers, Developers, Operations and Marketing teams to accurately track and analyse product initiatives and marketing performance - Build and maintain key business and product KPI dashboards with reliable data validation - Provide analytical support that helps teams understand user behaviour and make data-informed decisions - Develop high-quality, scalable SQL queries (preferably on BigQuery) - Use Python for data manipulation, automation and analytical processes - Visualise data on BI tools to communicate insights clearly and effectively - Perform exploratory analyses to understand user behaviour, funnels and app journeys - Contribute to improving data quality, reliability and documentation within analytics processes What We Look For - Minimum 4+ years of hands-on experience in data analytics, preferably in mobile app &amp; web analytics role - Bachelor’s degree in Computer Engineering, MIS, Statistics, Mathematics or other related fields - Strong Python knowledge - Hands-on SQL experience, preferably with BigQuery - Strong analytical and problem-solving skills, with high attention to detail - Ability to translate data into meaningful insights and actionable recommendations - Comfortable working in fast-paced, data-driven, product-focused environments Nice to have - Experience in the mobile app business, gaming, eCommerce or analytics for consumer digital products - Experience with Looker, Tableau, Power BI or similar BI tools - Understanding of data warehousing concepts, ETL processes or data modeling - Familiarity with LTV-CAC concepts, A/B testing, experiment frameworks or user behaviour analysis The Perks And Benefits Of Working With Us We would like you to focus on what you do best, we take care of the rest. - Daily essentials: We provide commuting and meal support to make your workday easier. - A brand new MacBook and a designed welcome kit. - Wellbeing: We support your overall wellbeing with private medical insurance (TSS), HPV vaccination, Heltia membership, and for our women teammates critical women’s health coverage, and annual Beije membership. - Gym Reimbursement: We support annual gym membership because we want you to be in tip-top shape psychically and mentally. - A unique and top-notch office: Whether you're based in the heart of Istanbul's vibrant Maslak district or enjoying panoramic sunset views from the tallest building in Izmir, you'll work in thoughtfully designed spaces built for creativity and collaboration. Our office is also pet-friendly, because we believe great workdays include our furry friends too. - Office fuel: Unlimited coffee from XPresso, a fully stocked kitchen with breakfast and snacks throughout the day, and our HubX Breakfast Club, where we come together regularly to start the day with good food and even better conversations. - Learning &amp; development: We support your continuous learning with an education budget and weekly Cambly speaking sessions. - Team events that create lasting memories, including our traditional All Hands gatherings where the whole company comes together, as well as more humble celebrations and happy hours. Curious about our vibe? Take a look at our Instagram! - Strong company culture: Our approach is built on open communication and teamwork, strengthened by our #XCulture and community-driven X clubs that bring people together around shared interests. - X Community discounts: Being part of HubX comes with perks, enjoy exclusive discounts and more as a valued member of our community. - HubX app memberships: As a HubX teammate, you enjoy complimentary premium access to HubX apps, so you can experience and benefit from the products we build every day. - Birthday perks: to celebrate you, we offer a dedicated birthday leave along with a birthday gift voucher, so you can enjoy your special day your way. The Recruiting Process At HubX, we value transparency and efficiency. Here’s a glimpse into our streamlined recruitment process: - Application Submission: Apply by submitting your CV, LinkedIn profile, or a brief introduction about yourself. - People &amp; Culture Interview: Engage in a conversation with our People &amp; Culture team to discuss your background, aspirations, and how we align with each other’s goals. - Case Study Assignment: Showcase your skills through a practical task related to the role. - Technical Interview: Meet with your potential team lead for an in-depth review of your case study and technical expertise. - Welcome Aboard!: If all goes well, we’re excited to extend an offer and welcome you to the team. Your personal data collected through your job applications will be processed by HubX in accordance with the Personal Data Protection Law No. 6698 (""KVKK"") for the recruitment and evaluation. To review our data protection informing text: Link İş başvurularınız kapsamında toplanan kişisel verileriniz HubX tarafından işe alım ve değerlendirme amacıyla 6698 sayılı Kişisel Verilerin Korunması Kanunu'na (""KVKK"") uygun olarak işlenecektir. Aydınlatma metnimizi incelemek için: Link",https://tr.linkedin.com/jobs/view/senior-data-analyst-growthlab-at-hubx-4435600386?position=19&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=%2FucuLBwLKCWMlvbmdB6I%2BQ%3D%3D,"Python, SQL, Power BI, Tableau, Git, R",6,Hayır,Belirsiz
Veri Analisti,Compliance Data Analyst,TEB,İstanbul,2026-08-03,Full-time,Associate,,200,"About the Role We are seeking a highly analytical and detail-oriented Compliance Data Analyst to join our Compliance team. This role is ideal for professionals who combine strong technical data analysis skills with an understanding of regulatory compliance and financial crime risk management. The successful candidate will support compliance risk management activities by analyzing large datasets, developing automated reports, identifying potential compliance risks, and providing actionable insights to support regulatory requirements and internal governance. Key Responsibilities - Analyze large volumes of compliance and transactional data to identify trends, anomalies, and potential regulatory risks. - Develop, optimize, and maintain complex SQL queries for compliance monitoring and reporting. - Support Compliance, AML, KYC, Sanctions, and Financial Crime teams through data-driven analysis and reporting. - Produce regular and ad hoc management reports, dashboards, and key risk indicators (KRIs). - Validate data quality and ensure the accuracy, completeness, and integrity of compliance-related information. - Identify opportunities to automate manual reporting processes using SQL or other analytical tools. - Support regulatory examinations, internal audits, and compliance investigations by providing timely and accurate data analysis. - Contribute to the continuous enhancement of compliance monitoring frameworks and data governance practices. Qualifications - Bachelor’s degree in Computer Science, Information Systems, Statistics, Engineering, Mathematics, Finance, Business Administration, or a related discipline. - 2–5 years of experience in data analytics, preferably within the banking and financial services. - Advanced proficiency in SQL, Python, including writing complex queries, joins, aggregations, and performance optimization. - Strong analytical and problem-solving skills with exceptional attention to detail. - Experience with Microsoft Excel (advanced level) and VBA for reporting automation is highly desirable. - Experience with BI and visualization tools such as Power BI, Tableau, or similar platforms is an advantage. - Familiarity with relational databases and data warehouse concepts. - Strong communication skills with the ability to present analytical findings to both technical and non-technical stakeholders. - Experience working in Financial Security Compliance, AML, KYC, Sanctions Screening, Transaction Monitoring. - Understanding of data governance and data quality principles. - Professional proficiency in English (written and spoken).",https://tr.linkedin.com/jobs/view/compliance-data-analyst-at-teb-4445872889?position=13&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=0HJih3LzC9j62zbViNi24w%3D%3D,"Python, SQL, Excel, Power BI, Tableau, R",6,Belirsiz,Belirsiz
Veri Analisti,Senior Data Analyst (GenAI),ING Hubs Türkiye,İstanbul,2026-07-31,Full-time,Mid-Senior level,,200,"About ING Hubs Following ING’s strategic ambition to deliver a superior experience to its customers worldwide, the hubs network contributes to fostering efficiency and digitalization across ING. Providing concentrated expertise along with scalable and sustainable solutions, the hubs focus on straight-through processing, delivering automated services like software development, data management and retail operations. 𝑃𝑟𝑒𝑠𝑒𝑛𝑡 𝑖𝑛 𝑃𝑜𝑙𝑎𝑛𝑑, 𝑅𝑜𝑚𝑎𝑛𝑖𝑎, 𝑆𝑙𝑜𝑣𝑎𝑘𝑖𝑎, 𝑡ℎ𝑒 𝑃ℎ𝑖𝑙𝑖𝑝𝑝𝑖𝑛𝑒𝑠 𝑎𝑛𝑑 𝑇𝑢𝑟𝑘𝑖𝑦𝑒, 𝐼𝑁𝐺 𝐻𝑢𝑏𝑠 𝑒𝑚𝑝𝑙𝑜𝑦 𝑚𝑜𝑟𝑒 𝑡ℎ𝑎𝑛 11,000 𝑝𝑟𝑜𝑓𝑒𝑠𝑠𝑖𝑜𝑛𝑎𝑙𝑠 𝑖𝑛 𝑑𝑜𝑚𝑎𝑖𝑛𝑠 𝑠𝑢𝑐ℎ 𝑎𝑠 𝑠𝑜𝑓𝑡𝑤𝑎𝑟𝑒 𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡, 𝑑𝑎𝑡𝑎 𝑚𝑎𝑛𝑎𝑔𝑒𝑚𝑒𝑛𝑡, 𝑜𝑝𝑒𝑟𝑎𝑡𝑖𝑜𝑛𝑠 𝑜𝑟 𝑛𝑜𝑛-𝑓𝑖𝑛𝑎𝑛𝑐𝑖𝑎𝑙 𝑟𝑖𝑠𝑘. ING Hubs Turkiye core capabilities, 𝐑𝐞𝐭𝐚𝐢𝐥 𝐀𝐧𝐚𝐥𝐲𝐭𝐢𝐜𝐬 𝐚𝐧𝐝 𝐓𝐞𝐜𝐡, have us looking for data experts, developers and other professionals to get onboard in our Istanbul office located in Technopark, Vadistanbul. 𝐃𝐢𝐬𝐜𝐨𝐯𝐞𝐫 𝐈𝐍𝐆 𝐇𝐮𝐛𝐬 𝐓𝐮𝐫𝐤𝐢𝐲𝐞 ING Hubs Turkiye is looking for talents to join an international network of professionals. Building on an existing framework and shared mission, our up-and-coming team will bring its unique personality and skills set to provide borderless services with bank-wide capabilities. We value strong work ethics, knowledge sharing and flexibility in our way of working – it is both our promise to you and what we look for in new colleagues. Let’s meet! ING Analytics ING Analytics is a new unit responsible for realizing this vision for ING, differentiating ING as a leader in data-driven organization, within the banking sector and beyond. The team consists of a number of Global Analytics Centre of Excellences around the bank’s key capabilities (such as Pricing, Risk Management, Financial Crime, Customer Intelligence etc.) as well as strong coordination areas around data management, technology, customer journey, UX, as well as external partnerships. You will be responsible for: - As a Data Analyst you will play a crucial delivery role in the data-driven culture supporting our products and services. You will be responsible for delivering valuable insights to improve client experience by applying the latest Analytics interaction techniques in the domain of dialogue systems and natural language processing. - Your day-to-day job will consist of the exploitation / analysis of conversational data. You bring insights into technical possibilities and client needs in order to contribute to the design and construction of automated solutions that ensure an optimal client experience. - You have a good background or very strong interest in analytics and IT which allows you to improve customer and employee journey via state-of-the-art virtual assistant solutions. - As a Data Analyst, you will be part of an Agile environment by being a member of a multidisciplinary team of 10 specialists. Your colleagues have a rich background in data management and analytics both in IT and/or business. There is also an immediate link with the global Customer Dialogue Analytics activities. A day in the life of an Data Analyst Even if you’ll start your day from the comfort of your home or drink your morning coffee in our office’s garden, your day will be quite similar when comes to tasks. Here are your daily responsibilities: - Identify, analyze, and interpret trends or patterns in complex data sets (both structured and unstructured textual data) in collaboration with data scientists, in order to improve performance of our virtual assistants, based on Google DialogFlow - Management of databases, data collection systems, data analytics and other strategies to optimize data quality. Analyze data and performance levels of our dialogue systems and proactively propose improvements - Communicate these recommendations and provide data / analytical support to the stakeholders using both analytical and business jargon (written and oral) - Work with the product owner to prioritize business and information needs, and accordingly implement them into an analytical approach - Work closely together with a team of experts organized in a self-steering team, exercising freedom in defining goals and deadlines for each element you deliver as a team Qualifications: - Bachelor’s with analytical background, preferably in a quantitative discipline Mathematics, Engineering, Economics, MIS, Statistics etc. (Master’s degree or PhD will be a plus), - 5+ years of experience within data reporting &amp; statistics - Strong knowledge of SQL - An interest or experience in these tools: Python, Looker or Cognos - Experience of doing it with Google DialogFlow (nice to have) - Experience with Conversational AI and chat/callbot improvement of at least 1 year, in the area of discovery, creation, train and improvements of new intents - Business knowledge/awareness of virtual assistants. Experience in intent engineering/chatbot improvement is a strong plus - Strong verbal and written communication skills in English and Turkish - To take ownership on tasks assigned: you will be cultivating Analytics within the bank - To be able to influence and convince not only peers but also the stakeholders based on analytical results - To be capable to take decisions at tactical level and therefore build a trusted relationship with your squad members - To be able to communicate and explain data driven methodology towards less analytics savvy colleagues - To be analytical: extremely curious, constantly looking for an explanation; analyzing sharply, concise &amp; to the point What We Offer at ING Hubs Turkiye At ING Hubs Turkiye, we believe that your work should be fulfilling in every way. We pay attention to even the smallest details to ensure that your experience is rewarding. Here’s what you can expect when you join our organization: Be Yourself, Be an ING'er - Welcome Leave: Enjoy 14 days of welcome leave, even in your first year! Don’t postpone your dreams. - Career Opportunities: We provide self-driven career paths where you can navigate your professional journey. - Personal Growth: Engage in challenging work with endless opportunities to achieve your ambitions. - Dynamic Environment: Work in an informal, vibrant atmosphere with innovative colleagues supporting your endeavors. - Innovation Culture: Share your innovative ideas while exploring PACE methodology with us. - Global Exposure: Participate in global projects and expand your career opportunities. - Communication &amp; Celebrations: Enjoy various communication activities and celebrations that promote a friendly work environment. - Health Care: Your health matters; we offer a comprehensive health insurance package for you and your loved ones, including spouse and children. - Private Pension Plan: Secure your future dreams with our private pension plan. At ING Hubs Turkiye, your growth and happiness are our priorities. Join us and unlock your true potential in a fulfilling workplace! If you want to do your thing and explore the life while working don’t miss this opportunity!",https://tr.linkedin.com/jobs/view/senior-data-analyst-genai-at-ing-hubs-t%C3%BCrkiye-4445091273?position=16&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=Yn%2FCmbL1sOuJ9pCyy%2BO2rg%3D%3D,"Python, SQL, Excel, Git, R",5,Hayır,Belirsiz
Veri Analisti,Data Engineer (Istanbul - Hybrid),AXON Networks,İstanbul,2026-06-05,Full-time,Not Applicable,,200,"AXON Networks delivers a robust AI-driven, analytics-based orchestration platform and a wide portfolio of next-gen high-speed routers that leverage the newest Wi-Fi technologies. Together, these technologies give ISPs the ability to manage and troubleshoot their networks in real time, and to deliver an outstanding customer experience. AXON Networks is a trusted strategic partner for its customers, helping them evaluate their current technologies and business models, and creating and executing strategies that enable them to innovate faster, accelerate their digital transformations, and strengthen their relationships with consumers. AXON Networks is headquartered in Irvine, CA USA with Asia HQ in Singapore and also operating in Denmark, Spain and Vietnam. AXON Networks is seeking a Data Engineer, focused on enhancing access networks for global ISPs like DT, Telefonica, and LLA. The primary responsibility of theData Engineer is to demonstrate customer value through effective data analytics. This requires strong analytical skills and in-depth knowledge of the algorithms used in AXON Networks Access Technologies products, contributing to various stages of product development, including data analysis, algorithm definition, documentation, and delivering top-tier solutions aligned with customer needs. You will be working in a dynamic and continuous learning environment, with highly cooperative colleagues, and you will feel a part of a highly skilled technical community. Responsibilities - Data Collection &amp; Cleaning: Collect, clean, and validate large sets of data from multiple sources - Data Analysis &amp; Reporting: Analyze data to identify trends, patterns, and actionable insights, and create regular reports and dashboards for stakeholders. - Support Decision-Making, providing data-driven insights to support key business decisions. - Work closely with product, and engineering teams to translate business requirements into data analysis and reporting solutions. - Troubleshoot Data Issues: Investigate and resolve data discrepancies or quality issues, ensuring the accuracy and integrity of data used for reporting and analysis. - Predictive Analysis: Use statistical models and machine learning techniques to predict future trends, behaviors, and outcomes based on historical data. Requirements - Technical Skills - Bachelor in Telecommunications, Mathematics, Statistics or Computer Science engineering (PhD degree is a plus) - Strong experience developing in Python - Strong experience with SQL and databases preferably Mongo and Clickhouse - Experience in collection, analysis, reporting of data, etc. in lab/production environments. - Experience with Tableau / Power BI or similar - Knowledge of statistical processing and communication systems is nice to have. - Knowledge of Wi-Fi technologies is desirable. - Experience in algorithm analysis using MATLAB or Python - Experience in data mining and machine learning algorithms - Soft Skills. - Analytical Capabilities, Critical thinking, Problem solving, Eager to learn, and Proactive. - Planning and Organizational skills, Active listening, Communication skills. - Teamwork, autonomous. - Customer and results orientation. - Fluency in both English and Spanish - Ability to work in hybrid in Madrid. Benefits - A competitive salary and incentive plan. - Flexible schedule, including telecommuting. - Free parking or transportation card (Pluxee transport pass). - Meal card (Pluxee restaurant pass) - Private medical insurance (for the whole family). - The opportunity of working in an international environment. - PTO for birthday - Only applications submitted in English will be reviewed or considered for this position. Join AXON Networks! axon-networks.com axon-networks.hire.trakstar.com",https://tr.linkedin.com/jobs/view/data-engineer-istanbul-hybrid-at-axon-networks-4424707609?position=15&pageNum=0&refId=mVfxTOq4A5NyUnAJCJJ8ug%3D%3D&trackingId=kL2ObBW2vdS83%2BFpvF0j3Q%3D%3D,"Python, SQL, Power BI, Tableau, Git, R, Machine Learning",7,Belirsiz,Hybrid
